No.,repo_name,repo_url,contributors,watchers,forks,stars,size,open_issues,pull_requests,releases,commits,events,average_time_close_pull_requests_first_100,average_time_close_pull_requests_last_100,average_time_close_issues_first_100,average_time_close_issues_last_100,frequency_commits_first_100,frequency_commits_last_100,frequency_events_last_100,creation_date
139,DFHack/dfhack,https://github.com/DFHack/dfhack,247,104,481,1894,46240,862,18,161,18585,295,238360826.6,238360826.6,26689465.71,1591369.91,90429.32,12342.33,4152.02,2/14/2010
140,mavlink/qgroundcontrol,https://github.com/mavlink/qgroundcontrol,404,209,3752,3435,500886,961,33,80,19912,291,237449758.1,237449758.1,62506196.13,851062.26,30273.24,24588.73,2240.25,10/13/2011
141,rbdl/rbdl,https://github.com/rbdl/rbdl,28,19,151,582,15472,28,1,4,1382,65,237217787,237217787,31841901.46,31841901.46,178633.94,1049214.22,112325.2462,9/16/2019
142,scp-fs2open/fs2open.github.com,https://github.com/scp-fs2open/fs2open.github.com,119,31,164,411,226945,411,34,87,22786,226,235995381.4,235995381.4,26555061.49,2803078.13,66253.46,30051.04,3793.86,1/19/2013
143,osquery/osquery,https://github.com/osquery/osquery,474,675,2469,22149,26037,586,35,132,6559,267,235143946.4,235143946.4,4424009.45,3176423.11,17378.1,169567.29,6087.92,7/29/2014
144,NREL/EnergyPlus,https://github.com/NREL/EnergyPlus,124,102,398,1176,1100426,901,43,79,39644,293,232857024.5,232857024.5,112820.79,2692307.64,43133.15,31955.95,5432.28,11/22/2013
145,PowerDNS/pdns,https://github.com/PowerDNS/pdns,372,133,920,3759,93032,867,73,0,30380,262,232229452,232229452,451062.37,2505312.38,31118.77,15515.76,3121.7,4/26/2013
146,openjdk/jfx,https://github.com/openjdk/jfx,235,90,488,2797,343388,0,30,0,12900,265,232086622.6,232086622.6,0,0,17478.41,103867.98,3533.04,5/6/2019
147,RobotLocomotion/drake,https://github.com/RobotLocomotion/drake,262,171,1277,3432,429988,689,57,72,33168,248,231427740.9,231427740.9,7414947.22,1794989,192479.25,13073.56,1194.07,1/26/2014
148,nextcloud/desktop,https://github.com/nextcloud/desktop,328,108,815,3121,471939,887,46,130,22664,269,231287900.5,231287900.5,76597212.47,1211616.6,52355.84,44257.39,2796.81,9/27/2017
149,gemrb/gemrb,https://github.com/gemrb/gemrb,114,49,190,1013,88689,185,3,11,26749,244,227647693.3,227647693.3,28650588.62,1735427.42,18523.05,15559.89,10835.51,1/29/2012
150,steemit/steem,https://github.com/steemit/steem,81,217,795,1951,31526,346,7,76,5577,6,226283378.3,226283378.3,4006034.51,3418974.89,19799,801145.64,745898.8333,3/23/2016
151,cebix/macemu,https://github.com/cebix/macemu,42,113,295,1418,12138,102,5,0,2696,51,225883164.8,225883164.8,15881407.21,15881407.21,102986.32,1954346.45,152169.8627,6/18/2012
152,intel/intel-graphics-compiler,https://github.com/intel/intel-graphics-compiler,323,61,162,625,115588,34,2,142,17216,298,222180298,222180298,61248438.59,61248438.59,68426.38,27167.13,20232.15,9/29/2017
153,irods/irods,https://github.com/irods/irods,67,43,140,454,52605,1216,12,29,8062,278,221853052.9,221853052.9,0.21,2168805.26,48408.21,147424.5,6985.24,11/26/2013
154,vslavik/poedit,https://github.com/vslavik/poedit,148,73,281,1816,443782,92,2,75,5346,111,219451260.5,219451260.5,51235370.28,51235370.28,191393.82,216007.83,75496.43,1/18/2010
155,jolibrain/deepdetect,https://github.com/jolibrain/deepdetect,32,132,561,2517,108450,82,10,28,3297,33,217974082,217974082,19488261.56,19488261.56,72697.15,631461.29,206169.6667,5/22/2015
156,MITK/MITK,https://github.com/MITK/MITK,309,71,334,720,253875,2,18,14,45421,140,216441638.8,216441638.8,4701258.5,4701258.5,1484984.87,12090.19,56618.54,5/17/2011
157,BenLangmead/bowtie,https://github.com/BenLangmead/bowtie,18,29,78,261,24373,31,6,8,2221,4,216400523.7,216400523.7,69278763.9,69278763.9,12186.48,440524.7,829150.25,12/20/2012
158,peter-ch/MultiNEAT,https://github.com/peter-ch/MultiNEAT,19,33,104,327,25460,31,1,0,463,1,213999119,213999119,11670181.97,11670181.97,919304.47,1894339.75,0,8/13/2012
159,naturerobots/mesh_navigation,https://github.com/naturerobots/mesh_navigation,7,21,74,592,14006,10,1,0,456,225,213653265,213653265,17692856.4,17692856.4,323104.82,301359.05,40150.75,3/2/2019
160,DanielChappuis/reactphysics3d,https://github.com/DanielChappuis/reactphysics3d,27,65,227,1569,55826,69,3,10,1990,88,213342410.7,213342410.7,51648002.94,51648002.94,91202.07,272119.29,90120.18182,5/24/2013
161,swig/swig,https://github.com/swig/swig,357,196,1250,5864,74878,429,64,0,25135,282,213277768.5,213277768.5,71524998.36,2237242.51,139327.51,60711.04,18598.79,12/30/2012
162,thunder-engine/thunder,https://github.com/thunder-engine/thunder,20,20,38,556,61364,35,1,24,1266,251,213222102,213222102,96095381.17,96095381.17,106343.08,168463.7,13046.04,1/13/2018
163,google/perfetto,https://github.com/google/perfetto,477,66,375,3047,149298,53,1,35,76080,289,212826535,212826535,89317705.75,89317705.75,19880.58,2936.32,3260.66,12/10/2019
164,CasparCG/server,https://github.com/CasparCG/server,63,100,272,926,264210,207,16,18,4033,142,212436268.1,212436268.1,80874694.03,19802866.3,90543.22,314457.74,32446.61,3/26/2013
165,eranif/codelite,https://github.com/eranif/codelite,130,119,468,2180,603926,176,2,13,16065,280,212138287.5,212138287.5,11315338.34,1603045.95,13537.04,46657.53,6855.2,1/20/2014
166,mickem/nscp,https://github.com/mickem/nscp,24,40,94,249,32860,245,17,134,2243,275,212067343.4,212067343.4,4965715.16,7452039.25,941528.91,2148703.22,10183,4/28/2012
167,LibrePCB/LibrePCB,https://github.com/LibrePCB/LibrePCB,43,77,302,2474,56653,170,7,14,3606,274,210631808,210631808,45747685.77,6588128.04,63486.49,64828.63,30242.88,6/19/2015
168,wheybags/freeablo,https://github.com/wheybags/freeablo,32,151,192,2159,32229,60,3,4,1751,8,210379351,210379351,47794237.55,47794237.55,253946.58,954894.28,811570.625,7/8/2013
169,mapequation/infomap,https://github.com/mapequation/infomap,9,18,87,440,18488,26,1,19,1356,24,209744931,209744931,50215711.58,50215711.58,228226.86,836711.24,316223.8333,6/25/2016
170,azerothcore/azerothcore-wotlk,https://github.com/azerothcore/azerothcore-wotlk,465,182,2719,6770,1098927,1871,73,14,14878,197,208855881.3,208855881.3,15368013.51,504415.09,36351.75,10775.32,1732.91,6/26/2016
171,equalsraf/neovim-qt,https://github.com/equalsraf/neovim-qt,81,33,171,1879,23482,112,13,22,935,76,208427629.3,208427629.3,37949114,3047120.05,188210.4,772371.68,103809.1447,5/26/2014
172,idaholab/moose,https://github.com/idaholab/moose,398,87,1066,1815,577753,2245,68,0,53173,292,208423094.9,208423094.9,0.46,70006.57,140680.3,23791.56,527.2,2/14/2014
173,Warzone2100/warzone2100,https://github.com/Warzone2100/warzone2100,173,117,534,3272,700852,404,37,44,20494,256,208339970.2,208339970.2,9917494.58,4406968.2,329805.38,79408.18,27016.42,11/16/2010
174,coin-or/Cbc,https://github.com/coin-or/Cbc,34,41,117,843,155949,135,1,11,2504,102,205818615,205818615,6175666.91,3352178.25,133632.18,709309.42,74551.07,3/2/2019
175,ethereum/solidity,https://github.com/ethereum/solidity,744,732,5906,23738,78321,474,60,111,25124,256,205641463.9,205641463.9,11805063.2,2861076.26,78248.24,33117.92,2418.29,8/17/2015
176,clangen/musikcube,https://github.com/clangen/musikcube,55,73,299,4294,73078,147,1,101,3714,136,205430948,205430948,24326511.09,5488813.3,133272.55,411952.54,57656.29,3/18/2015
177,marsyas/marsyas,https://github.com/marsyas/marsyas,60,37,96,409,33292,36,1,0,5205,4,204797093,204797093,2901674.167,2901674.167,113081.6,2857308.21,1492472.5,6/24/2013
178,percona/percona-server,https://github.com/percona/percona-server,942,136,481,1166,4907149,0,56,2,356915,300,204339141,204339141,0,0,21479.74,102884.96,8591.6,2/13/2015
179,pioneerspacesim/pioneer,https://github.com/pioneerspacesim/pioneer,182,109,382,1665,1276883,284,27,11,21477,270,204166044.7,204166044.7,37050339.67,2274851.65,45993.49,50757.22,7450.98,4/9/2011
180,biometrics/openbr,https://github.com/biometrics/openbr,58,250,773,2854,49278,63,2,4,4051,42,203322924.5,203322924.5,22503698.11,22503698.11,21367.93,994386.11,172823.7381,12/20/2012
181,boostorg/geometry,https://github.com/boostorg/geometry,76,37,217,467,49223,122,12,0,9397,287,202982174.5,202982174.5,30005238.28,5063089.77,844702.4,146900.47,6208.52,1/13/2013
182,syoyo/tinyexr,https://github.com/syoyo/tinyexr,52,31,142,725,25386,12,1,8,598,39,202947944,202947944,65695372.75,65695372.75,298715.31,841321.81,173165.0256,8/27/2014
183,vapoursynth/vapoursynth,https://github.com/vapoursynth/vapoursynth,60,66,153,1726,10057,32,2,92,4336,121,202795469.5,202795469.5,227943744.3,227943744.3,8737.21,214851.8,63895.11,7/2/2013
184,sideeffects/HoudiniEngineForUnreal,https://github.com/sideeffects/HoudiniEngineForUnreal,29,132,378,1399,32177,104,6,26,4177,103,201728683.5,201728683.5,38442174.07,19203707.85,82865.99,136531.86,70235.83,4/9/2014
185,teeworlds/teeworlds,https://github.com/teeworlds/teeworlds,151,84,639,2400,111198,291,40,8,6559,56,201669807.1,201669807.1,33493286.81,9338565.49,49964,309306.02,133033,6/2/2010
186,microsoft/Windows.UI.Composition-Win32-Samples,https://github.com/microsoft/Windows.UI.Composition-Win32-Samples,11,26,186,477,61715,24,1,0,13,47,201380851,201380851,40583760.58,40583760.58,5365243.615,5365243.615,164806.5957,1/7/2019
187,yujinrobot/kobuki,https://github.com/yujinrobot/kobuki,30,28,174,221,31987,37,2,0,1375,2,199434177.5,199434177.5,68273692.32,68273692.32,58553.82,2964320.92,1683466.5,2/2/2012
188,libfann/fann,https://github.com/libfann/fann,35,122,383,1614,10555,39,5,0,212,40,199419644.4,199419644.4,28517277.92,28517277.92,1311423.56,2669266.05,188074.85,12/1/2013
189,badaix/snapcast,https://github.com/badaix/snapcast,108,138,459,6346,23774,73,7,41,3049,283,198892574.3,198892574.3,233395671,233395671,27474.2,193980.26,16789.58,1/2/2015
190,alliedmodders/sourcemod,https://github.com/alliedmodders/sourcemod,244,73,432,1001,47260,169,37,0,7191,296,197812371.7,197812371.7,5256291.29,2486349.17,70842.39,355980.8,29256.97,5/25/2014
191,ElDewrito/ElDorito,https://github.com/ElDewrito/ElDorito,58,110,143,725,494032,68,2,0,2788,2,197727632,197727632,48507741.32,48507741.32,2419.56,61095.82,2099476.5,6/23/2015
192,TrinityCore/TrinityCore,https://github.com/TrinityCore/TrinityCore,947,717,6101,9800,1313463,1487,80,98,43472,279,197333678.3,197333678.3,7639681.4,302454.07,17228.95,12447.35,3045.76,12/28/2010
193,assimp/assimp,https://github.com/assimp/assimp,807,308,2949,11199,295729,715,14,33,12618,285,197145769.5,197145769.5,54123989.54,1646786.46,83306.06,119714.98,6260.79,5/5/2010
194,drolbr/Overpass-API,https://github.com/drolbr/Overpass-API,14,30,93,738,14204,160,15,7,2411,52,197049952.6,197049952.6,29732188.89,6787209.37,104545.96,382792.21,153181.7308,2/26/2012
195,plaidml/plaidml,https://github.com/plaidml/plaidml,73,157,398,4584,158660,260,5,8,2005,14,196907745.4,196907745.4,19083439.48,17909452.19,344510.2,274227.38,478458.2857,8/15/2017
196,norlab-ulaval/libpointmatcher,https://github.com/norlab-ulaval/libpointmatcher,74,84,552,1667,21440,83,5,11,1982,212,196366493,196366493,25153172.3,25153172.3,213595.34,196881.53,29201.4,1/18/2011
197,Chatterino/chatterino2,https://github.com/Chatterino/chatterino2,165,50,459,2114,18270,272,23,20,4696,250,196260695.4,196260695.4,20335691.6,1440519.43,26110.3,78734.39,6007.24,12/29/2016
198,jasoncoon/esp8266-fastled-webserver,https://github.com/jasoncoon/esp8266-fastled-webserver,11,77,356,715,31588,24,3,1,183,6,195500067.3,195500067.3,207708239,207708239,1794942.11,232651.07,698950.3333,3/10/2016
199,MusicPlayerDaemon/MPD,https://github.com/MusicPlayerDaemon/MPD,339,62,353,2228,53259,160,7,0,18785,281,195455517,195455517,6210974.58,2382570.1,20049.08,89825.35,25854.82,2/16/2012
200,acidanthera/AppleALC,https://github.com/acidanthera/AppleALC,266,186,1016,3474,23155,0,3,97,1713,99,195087295,195087295,0,0,11285.91,553250.62,79358.63636,3/7/2016
201,Mudlet/Mudlet,https://github.com/Mudlet/Mudlet,156,33,279,749,169255,541,37,47,6476,282,194873118,194873118,39461415.76,5678371.58,5357.7,60410.54,3119.35,12/11/2013
202,john30/ebusd,https://github.com/john30/ebusd,37,60,138,620,10586,28,2,27,2884,251,194149766,194149766,252354736.9,252354736.9,159667.59,303249.07,39762.24,9/6/2015
203,libgeos/geos,https://github.com/libgeos/geos,93,64,369,1254,80810,82,12,14,6869,276,193709665.8,193709665.8,23104890.41,23104890.41,250617.47,128072.03,8939.14,10/26/2011
204,MyGUI/mygui,https://github.com/MyGUI/mygui,44,69,208,737,83160,20,3,7,5116,37,192691542,192691542,200403429.2,200403429.2,40579.49,458248.07,152612.2703,8/8/2014
205,domoticz/domoticz,https://github.com/domoticz/domoticz,475,216,1129,3537,403604,94,8,13,14346,300,192588093.8,192588093.8,298260888.2,298260888.2,58115.21,29591.44,13827.12,8/15/2015
206,chris2511/xca,https://github.com/chris2511/xca,74,60,208,1602,13711,69,1,22,2701,141,192462419,192462419,145991075,145991075,186782.07,62338.7,54778.37,5/6/2010
207,guillaumeblanc/ozz-animation,https://github.com/guillaumeblanc/ozz-animation,28,98,306,2496,110481,21,1,24,1443,97,191950561,191950561,63953623.86,63953623.86,1205941.17,719809.25,81026.50515,8/24/2015
208,tsduck/tsduck,https://github.com/tsduck/tsduck,45,54,211,859,47924,358,1,30,4118,275,191306868,191306868,2915393.15,4834684.53,68520.69,27762,13653.94,6/21/2017
209,fmtlib/fmt,https://github.com/fmtlib/fmt,527,319,2553,21155,16585,17,2,52,7385,283,191282962,191282962,251217773.1,251217773.1,8077.33,87305.2,4593.92,12/7/2012
210,google/s2geometry,https://github.com/google/s2geometry,37,70,312,2376,10735,44,9,8,661,299,190762122.2,190762122.2,56604343.91,56604343.91,795393.38,1235446.43,38116.33,11/16/2015
211,Z3Prover/z3,https://github.com/Z3Prover/z3,346,181,1489,10568,136360,162,5,44,19180,289,190417496.8,190417496.8,2078017.29,731431.57,10486.12,16238.48,9239.9,3/26/2015
212,stereolabs/zed-ros-wrapper,https://github.com/stereolabs/zed-ros-wrapper,31,21,391,453,11425,25,1,19,452,22,189652275,189652275,294655238.8,294655238.8,611706.64,735995.68,325245.5455,9/9/2015
213,cocos/cocos-engine,https://github.com/cocos/cocos-engine,210,337,1967,8325,354365,674,38,0,21895,286,189194605.4,189194605.4,38511551.38,912813.35,6178.03,26909.17,2183.26,12/5/2015
214,lammps/lammps,https://github.com/lammps/lammps,400,118,1756,2294,779577,73,27,117,41777,267,188996060.1,188996060.1,92180371.96,92180371.96,73674.83,5481.93,3394.78,8/9/2013
215,stan-dev/stan,https://github.com/stan-dev/stan,135,122,373,2624,290981,138,12,76,16854,296,188872144.3,188872144.3,8365934.47,8297839.42,29246.3,83695.95,41358.57,2/6/2013
216,cocos/engine-native,https://github.com/cocos/engine-native,78,45,576,698,195425,78,6,0,4004,115,188859582,188859582,17248104.04,17248104.04,17856.27,1218044.94,48145.75,3/14/2016
217,tuttleofx/TuttleOFX,https://github.com/tuttleofx/TuttleOFX,50,39,65,181,12371,109,3,20,5292,5,187289038.3,187289038.3,16352810.76,7288487.39,44149.4,495120.5,1284076,8/11/2010
218,trilinos/Trilinos,https://github.com/trilinos/Trilinos,675,114,572,1227,834141,309,54,13,103097,265,187165455.8,187165455.8,69350666.85,1167217.29,325710.14,27071.39,2773.13,11/16/2015
219,owasp-modsecurity/ModSecurity,https://github.com/owasp-modsecurity/ModSecurity,127,386,1626,8443,76478,212,26,31,3575,283,186491460.7,186491460.7,22876655.07,2440953.6,110743.62,205361.3,8985.01,2/2/2011
220,PixarAnimationStudios/OpenSubdiv,https://github.com/PixarAnimationStudios/OpenSubdiv,72,306,566,2918,68783,47,12,0,2940,72,186213894.1,186213894.1,133067953.4,133067953.4,88223.66,350006.73,107471.4722,4/24/2012
221,The-Powder-Toy/The-Powder-Toy,https://github.com/The-Powder-Toy/The-Powder-Toy,124,131,788,4676,39971,37,14,96,6163,289,186175591.2,186175591.2,201396621.7,201396621.7,23040.69,89909.38,20334.1,7/25/2010
222,commontk/CTK,https://github.com/commontk/CTK,132,77,496,874,18028,181,13,1,6048,37,186106278.2,186106278.2,31556958.03,17679999.69,9050.18,250336.06,200508.7027,6/14/2010
223,JoseExposito/touchegg,https://github.com/JoseExposito/touchegg,37,53,171,3740,121692,27,3,19,661,166,185657559.3,185657559.3,136917494,136917494,56012.55,1089868.33,45587.16,3/16/2015
224,defold/defold,https://github.com/defold/defold,162,54,328,4557,2056521,1078,32,154,23217,277,185308623.1,185308623.1,38654936.4,941114.24,48413.37,38718.23,2108.54,5/13/2012
225,dhewm/dhewm3,https://github.com/dhewm/dhewm3,57,109,358,1827,10833,134,9,22,1039,297,184540848.9,184540848.9,39500227.63,4092320.64,17164.21,197405.5,47628.07,1/14/2012
226,KLayout/klayout,https://github.com/KLayout/klayout,49,43,211,828,310837,152,3,72,6811,288,183766757.3,183766757.3,10900823.31,786236.16,53947.87,71367.53,27084.65,2/12/2017
227,esp8266/Arduino,https://github.com/esp8266/Arduino,534,948,13326,16158,224911,317,70,37,4447,291,183742799.9,183742799.9,8915785.86,1136477.92,114100.07,565218.65,29316.47,3/27/2015
228,dartsim/dart,https://github.com/dartsim/dart,72,62,286,926,3799160,156,4,61,6079,270,182577619.3,182577619.3,17025956.08,7612692.81,58130.12,170120.67,33965.61,9/19/2011
229,KDAB/GammaRay,https://github.com/KDAB/GammaRay,112,101,284,1643,34272,87,14,25,7779,156,181704024.9,181704024.9,90397792.75,90397792.75,90917.33,310924.63,31419.52,10/20/2011
230,OpenMS/OpenMS,https://github.com/OpenMS/OpenMS,238,30,318,482,653706,625,48,13,34083,291,181169776.8,181169776.8,27091335.18,1302805.93,26925.47,51837.1,3268.64,1/9/2014
231,LunarG/VulkanSamples,https://github.com/LunarG/VulkanSamples,172,116,304,1390,67077,14,1,0,9903,20,180520804,180520804,20843277.21,20843277.21,16466.01,768898.52,331599.55,6/10/2015
232,dachev/node-cld,https://github.com/dachev/node-cld,14,4,56,320,42313,13,1,0,153,10,180190487,180190487,84675911.85,84675911.85,2258171.85,3118213.86,485974.2,12/31/2011
233,gigablast/open-source-search-engine,https://github.com/gigablast/open-source-search-engine,31,135,444,1545,226600,94,1,0,3838,18,178775870,178775870,4474795.074,4474795.074,38308.95,2499363.8,394897.4444,8/2/2013
234,qicosmos/cinatra,https://github.com/qicosmos/cinatra,40,79,376,1944,11651,31,5,22,1166,299,177000110.6,177000110.6,196977675.7,196977675.7,82085.85,241192.42,28780.24,1/28/2018
235,loot/loot,https://github.com/loot/loot,47,112,260,1579,22868,21,1,63,5094,134,176634567,176634567,279229973.9,279229973.9,189909.81,122912.07,60754.94,11/6/2012
236,1technophile/OpenMQTTGateway,https://github.com/1technophile/OpenMQTTGateway,136,153,812,3667,2383080,58,5,49,1613,289,176331019,176331019,161227036.5,161227036.5,195247.57,147409.9,13846.53,9/17/2016
237,Slicer/SlicerGitSVNArchive,https://github.com/Slicer/SlicerGitSVNArchive,89,89,458,870,469817,0,17,0,25842,0,176327357.5,176327357.5,0,0,27594.28,53825.09,0,7/6/2011
238,TileDB-Inc/TileDB,https://github.com/TileDB-Inc/TileDB,80,69,185,1888,104925,88,24,227,5044,299,175842051.5,175842051.5,143661161,143661161,195409.02,116886.1,4051.47,3/31/2017
239,OPM/ResInsight,https://github.com/OPM/ResInsight,45,39,91,178,238531,1161,4,54,17644,254,175517018.3,175517018.3,34747285.26,681437.15,211700.09,55527.5,6805.05,5/15/2012
240,AcademySoftwareFoundation/openfx,https://github.com/AcademySoftwareFoundation/openfx,24,45,124,433,17286,31,10,3,742,63,175440023.7,175440023.7,19239787.1,19239787.1,357034.23,239513.28,120410.1746,12/2/2011
241,tidyverse/readxl,https://github.com/tidyverse/readxl,41,39,195,731,12777,51,6,11,671,21,174836614,174836614,147611997.6,147611997.6,5955.04,833836.94,357799.619,3/13/2015
242,nrc-cnrc/EGSnrc,https://github.com/nrc-cnrc/EGSnrc,30,45,146,250,51758,151,26,11,1251,257,174756531.2,174756531.2,19169061.39,17002031.15,839052.12,780113.99,28534.8,11/28/2012
243,mangoszero/server,https://github.com/mangoszero/server,131,66,355,926,283226,0,2,303,1299,27,174331373.5,174331373.5,0,0,10957.59,791010.16,266163.4074,1/2/2017
